S no,AICTE Id,Institute Name,State,District,Institute Type,Program,University/Board,Level,Name of the Course,Approved Intake,Seats for NRI Quota
2101,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,BIOTECHNOLOGY,18,1
2102,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CHEMICAL ENGINEERING,90,5
2103,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,CHEMICAL ENGINEERING,9,0
2104,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,30,2
2105,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,9
2106,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,12,1
2107,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,6
2108,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,POWER ELECTRONICS AND DRIVES,12,1
2109,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMMUNICATION SYSTEMS,12,1
2110,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,180,9
2111,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,120,6
2112,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
2113,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MARINE ENGINEERING,30,2
2114,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMPUTER SCIENCE ENGINEERINGNETWORKS,12,1
2115,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,MECHATRONICS,12,1
2116,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,600,30
2117,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,180,9
2118,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
2119,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,180,9
2120,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,120,6
2121,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,6
2122,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),PLANNING,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,ARCHITECTURE,80,4
2123,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),MANAGEMENT,"SRM Institute of Science & Technology, Chennai",POST GRADUATE,MBA,120,6
2124,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),COMPUTER APPLICATIONS,"SRM Institute of Science & Technology, Chennai",POST GRADUATE,MASTER OF COMPUTER APPLICATIONS,120,6
2125,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",POST GRADUATE,STRUCTURAL ENGINEERING,54,3
2126,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,CSE-IOT,60,3
2127,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,CSE-BIG DATA ANALYTICS,120,6
2128,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,CSE-Artificial Intelligence and Machine Learning,240,12
2129,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",POST GRADUATE,COMPUTER AIDED DESIGN,18,1
2130,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,CSE-CYBER SECURITY,120,6
2131,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,ELECTRONICS AND COMPUTER ENGINEERING,60,3
2132,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,BACHELOR OF DESIGN B.Des.,60,3
2133,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,3
2134,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,60,3
2135,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",POST GRADUATE,CONSTRUCTION ENGINEERNG AND MANAGEMENT,18,1
2136,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING WITH SPECIALIZATION IN GAMING TECHNOLOGY,60,3
2137,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING WITH SPECIALISATION IN CLOUD COMPUTING,60,3
2138,1-9318093299,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY RAMAPURAM CAMPUS,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"SRM Institute of Science & Technology, Chennai",UNDER GRADUATE,BIOTECHNOLOGY,60,3
2139,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2140,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,9
2141,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,180,9
2142,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,180,9
2143,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,60,3
2144,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,180,9
2145,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,180,9
2146,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,BIOTECHNOLOGY,60,3
2147,1-9318689213,ST. JOSEPHS COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CHEMICAL ENGINEERING,60,3
2148,1-9317469839,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,9
2149,1-9317469839,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,180,9
2150,1-9317469839,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
2151,1-9317469839,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,120,6
2152,1-9317469839,ST.JOSEPHS INSTITUTE OF TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
2153,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,AERONAUTICAL ENGINEERING,90,5
2154,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,960,48
2155,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2156,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
2157,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGINEERING,570,29
2158,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
2159,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
2160,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,BIOTECHNOLOGY,60,3
2161,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,60,3
2162,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AI AND DATA SCIENCE,60,3
2163,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,60,3
2164,1-9320181581,VEL TECH RANGARAJAN DR.SAGUNTHALA R AND D INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,THIRUVALLUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vel Tech Rangarajan Dr. Sagunthala R&D Institute of Sceince & Technology, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND DESIGN,60,3
2165,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),PLANNING,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,ARCHITECTURE,40,2
2166,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,BIOTECHNOLOGY,180,9
2167,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,BIOTECHNOLOGY,48,2
2168,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,CHEMICAL ENGINEERING,120,6
2169,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,CIVIL ENGINEERING,180,9
2170,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,BACHELOR OF DESIGN B.Des.,30,2
2171,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),COMPUTER APPLICATIONS,"Vellore Institute of Technology, Vellore",POST GRADUATE,MASTER OF COMPUTER APPLICATIONS,240,12
2172,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,STRUCTURAL ENGINEERING,75,4
2173,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING WITH SPECIALIZATION IN BIOINFORMATICS,120,6
2174,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING WITH SPECIALIZATION IN INFORMATION SECURITY,240,12
2175,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING WITH SPECIALIZATION IN BIG DATA ANALYTICS,30,2
2176,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,COMPUTER SCIENCE ENGINEERING,60,3
2177,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,300,15
2178,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,120,6
2179,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,CONTROL AND AUTOMATION,30,2
2180,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,POWER ELECTRONICS AND DRIVES,30,2
2181,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,ELECTRONICS AND COMMUNICATION ENGINEERING WITH SPECIALIZATION IN BIOMEDICAL ENGINEERING,60,3
2182,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGINEERING,720,36
2183,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,AUTOMOTIVE ELECTRONICS,30,2
2184,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,BIOMEDICAL ENGINEERING,30,2
2185,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,COMMUNICATION ENGINEERING,18,1
2186,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,NANO TECHNOLOGY,18,1
2187,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,VLSI DESIGN,120,6
2188,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,INFORMATION TECHNOLOGY,360,18
2189,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,MECHANICAL ENGINEERING WITH SPECIALIZATION IN AUTOMOTIVE ENGINEERING,60,3
2190,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",UNDER GRADUATE,MECHANICAL ENGINEERING,720,36
2191,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,M..Des. Industrial Design,18,1
2192,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,AUTOMOTIVE ENGINEERING,60,3
2193,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,CADCAM,45,2
2194,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,MANUFACTURING ENGINEERING,30,2
2195,1-9318053639,VELLORE INSTITUTE OF TECHNOLOGY,Tamil Nadu,VELLORE,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Vellore Institute of Technology, Vellore",POST GRADUATE,MECHATRONICS,45,2
