S no,AICTE Id,Institute Name,State,District,Institute Type,Program,University/Board,Level,Name of the Course,Approved Intake,Seats for NRI Quota
2004,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology & Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,300,15
2005,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology & Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,INFORMATION COMMUNICATION TECHNOLOGY,60,3
2006,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology & Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,INFORMATION TECHNOLOGY,120,6
2007,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology & Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2008,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology & Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,ELECTRICAL ELECTRONICS ENGINEERING,120,6
2009,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology & Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGINEERING,300,15
2010,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology & Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,ELECTRONICS INSTRUMENTATION ENGINEERING,60,3
2011,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,AEROSPACE ENGINEERING,60,3
2012,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,MECHANICAL ENGINEERING,240,12
2013,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,MECHATRONICS,60,3
2014,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,3
2015,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING With Spl in Cyber Security Blockchain Technology,60,3
2016,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING With Spl in Artificial Intelligence Data Science,120,6
2017,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGINEERING With Spl in Cyber Physical Systems,60,3
2018,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,ELECTRICAL ELECTRONICS ENGINEERING with Spl in Smart Grid Electric Vehicles,60,3
2019,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,MECHANICAL ENGINEERING with Spl in Digital Manufacturing,60,3
2020,1-9318090326,SASTRA DEEMED UNIVERSITY,Tamil Nadu,THANJAVUR,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Shanmugha Arts, Science, Technology and Research Academy (SASTRA), Thanjavur",UNDER GRADUATE,Computer Science Engineering with Spl in IoT Automation,60,3
2021,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,960,48
2022,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATION ENGINEERING,420,21
2023,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
2024,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,180,9
2025,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,AERONAUTICAL ENGINEERING,60,3
2026,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,AUTOMOBILE ENGINEERING,60,3
2027,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2028,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,CHEMICAL ENGINEERING,60,3
2029,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,BIOTECHNOLOGY,60,3
2030,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,60,3
2031,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,1
2032,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",POST GRADUATE,APPLIED ELECTRONICS,18,1
2033,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",POST GRADUATE,COMPUTER AIDED DESIGN,18,1
2034,1-9318075515,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Sathyabama Institute of Science and Technology, Chennai",POST GRADUATE,STRUCTURAL ENGINEERING,24,1
2035,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,90,5
2036,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,60,3
2037,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2038,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,60,3
2039,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,AUTOMOBILE ENGINEERING,60,3
2040,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,480,24
2041,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,210,11
2042,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
2043,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,BIOTECHNOLOGY,90,5
2044,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,AGRICULTURE ENGINEERING,60,3
2045,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",POST GRADUATE,PRODUCT DESIGN AND DEVELOPMENT,18,1
2046,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",POST GRADUATE,POWER SYSTEMS,18,1
2047,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",POST GRADUATE,COMPUTER SCIENCE ENGINEERING,18,1
2048,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",POST GRADUATE,COMMUNICATION SYSTEMS,18,1
2049,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",POST GRADUATE,STRUCTURAL ENGINEERING,18,1
2050,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,ENERGY AND ENVIRONMENTAL ENGINEERING,30,2
2051,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,BIOINFORMATICS,30,2
2052,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,60,3
2053,1-9317897048,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,Tamil Nadu,KANCHIPURAM,Deemed to be University(Pvt),ENGINEERING AND TECHNOLOGY,"Saveetha Institute of Medical and Technical Sciences, Chennai",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,60,3
2054,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,6
2055,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,60,3
2056,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2057,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMPUTER AIDED DESIGN AND MANUFACTURE,18,1
2058,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMMUNICATION SYSTEMS,18,1
2059,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMPUTER SCIENCE AND ENGINEERING,18,1
2060,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,1
2061,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,180,9
2062,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,STRUCTURAL ENGINEERING,18,1
2063,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,180,9
2064,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND COMMUNICATIONS ENGINEERING,180,9
2065,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CHEMICAL ENGINEERING,60,3
2066,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,AGRICULTURAL ENGINEERING,60,3
2067,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,60,3
2068,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,BIOTECHNOLOGY,60,3
2069,1-9323321987,SETHU INSTITUTE OF TECHNOLOGY,Tamil Nadu,VIRUDHUNAGAR,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,3
2070,1-9318122350,SRI RAMACHANDRA FACULTY OF MANAGEMENT SCIENCES,Tamil Nadu,CHENNAI,State Private University,MANAGEMENT,Sri Ramachandra Institute of Higher Education and Research (Deemed to be University),POST GRADUATE,MBA,60,3
2071,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2072,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND ENGINEERING,180,9
2073,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,240,12
2074,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,6
2075,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS AND INSTRUMENTATION ENGINEERING,90,5
2076,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INSTRUMENTATION AND CONTROL ENGINEERING,30,2
2077,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
2078,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,180,9
2079,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE AND BUSINESS SYSTEM,60,3
2080,1-9319122726,SRI SAI RAM ENGINEERING COLLEGE,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,120,6
2081,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,ENVIRONMENTAL SCIENCE AND TECHNOLOGY,18,1
2082,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,MEDICAL ELECTRONICS,18,1
2083,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,BIOMEDICAL ENGINEERING,60,3
2084,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CHEMICAL ENGINEERING,60,3
2085,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,MECHANICAL ENGINEERING,120,6
2086,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRICAL AND ELECTRONICS ENGINEERING,120,6
2087,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,ELECTRONICS COMMUNICATION ENGG,120,6
2088,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,COMPUTER SCIENCE ENGINEERING,120,6
2089,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,INFORMATION TECHNOLOGY,120,6
2090,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMPUTER SCIENCE ENGINEERING,18,1
2091,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,POWER ELECTRONICS AND DRIVES,18,1
2092,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,APPLIED ELECTRONICS,18,1
2093,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,COMMUNICATION SYSTEMS,18,1
2094,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,VLSI DESIGN,18,1
2095,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,INFORMATION TECHNOLOGY,18,1
2096,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,CIVIL ENGINEERING,60,3
2097,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,MANUFACTURING ENGINEERING,18,1
2098,1-9317776645,SRI SIVASUBRMANIYA NADAR COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",POST GRADUATE,ENERGY ENGINEERING,18,1
2099,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,AUTOMOBILE ENGINEERING,30,2
2100,1-9318637953,SRI VENKATESWARA COLLEGE OF ENGINEERING,Tamil Nadu,KANCHIPURAM,Private-Self Financing,ENGINEERING AND TECHNOLOGY,"Anna University, Chennai",UNDER GRADUATE,BIOTECHNOLOGY,60,3
